,Ind_id,Gender,Car_Owner,Propert_Owner,Children,Annual_income,Type_Income,Education,Marital_status,Housing_type,Age,Employed_exp,Mobile_phone,Work_Phone,Phone,Email_id,Type_Occupation,Family_Members,label
761,5054697,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,45.0,19.0,1,0,0,0,Laborers,2,0
762,5116343,M,Y,Y,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,32.0,11.0,1,1,0,0,Laborers,3,0
763,5022800,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,33.0,4.0,1,0,0,0,Managers,1,0
764,5054348,F,N,N,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,34.0,1.0,1,1,1,0,Sales staff,1,0
765,5099980,M,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,41.0,3.0,1,0,0,0,Low-skill Laborers,1,0
766,5087829,M,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,Rented apartment,29.0,6.0,1,1,0,1,other,2,0
767,5051050,M,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,61.0,6.0,1,0,0,0,Laborers,2,0
768,5148872,F,N,Y,0,135000.0,State servant,Incomplete higher,Married,House / apartment,42.0,9.0,1,0,0,0,Core staff,2,0
769,5117323,F,N,Y,1,382500.0,State servant,Higher education,Single / not married,With parents,33.0,2.0,1,0,0,0,Managers,2,0
770,5088101,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,46.0,1.0,1,0,0,0,other,1,0
771,5023587,M,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,39.0,17.0,1,0,0,0,Laborers,1,0
772,5028547,M,Y,N,1,292500.0,Working,Secondary / secondary special,Separated,House / apartment,35.0,3.0,1,0,1,0,Laborers,2,0
773,5053636,F,N,N,0,225000.0,Pensioner,Higher education,Separated,House / apartment,60.0,0.0,1,0,0,0,other,1,0
774,5149402,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,38.0,3.0,1,0,0,0,Sales staff,3,0
775,5095554,F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.0,0.0,1,0,1,0,other,2,0
776,5067090,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,37.0,13.0,1,0,1,0,Laborers,2,0
777,5010865,M,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.0,2.0,1,0,1,1,Core staff,3,0
778,5041147,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,64.0,0.0,1,0,0,0,other,2,0
779,5105555,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,54.0,12.0,1,0,0,0,Laborers,2,0
780,5136976,F,N,N,0,306000.0,State servant,Higher education,Married,House / apartment,35.0,15.0,1,0,0,0,Medicine staff,2,0
781,5058366,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,55.0,0.0,1,0,0,0,other,1,0
782,5066458,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,44.0,4.0,1,0,0,0,Laborers,1,0
783,5045844,F,Y,N,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,57.0,25.0,1,0,0,0,other,2,0
784,5115814,M,N,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,39.0,19.0,1,0,0,0,Laborers,5,0
785,5062362,F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,57.0,0.0,1,0,0,0,other,2,0
786,5010596,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,1,0,0,0,other,2,0
787,5113472,M,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,53.0,1.0,1,0,1,0,High skill tech staff,2,0
788,5041535,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,54.0,4.0,1,0,1,0,Laborers,1,0
789,5066617,F,N,Y,0,139500.0,Working,Secondary / secondary special,Married,House / apartment,51.0,0.0,1,0,0,1,Cooking staff,2,0
790,5126751,M,Y,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,46.0,2.0,1,0,0,0,other,4,0
791,5009908,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,52.0,10.0,1,0,0,0,Drivers,2,0
792,5068337,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,28.0,1.0,1,1,1,0,Laborers,2,0
793,5105535,M,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,56.0,0.0,1,0,1,0,other,1,0
794,5061724,F,N,Y,0,193500.0,Pensioner,Incomplete higher,Widow,House / apartment,67.0,0.0,1,0,0,0,other,1,0
795,5028919,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,47.0,5.0,1,0,0,0,Sales staff,2,0
796,5035627,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,50.0,19.0,1,0,0,0,Managers,2,0
797,5074705,F,N,Y,0,157500.0,Working,Higher education,Single / not married,House / apartment,61.0,29.0,1,0,0,0,Laborers,1,0
798,5114061,M,Y,N,1,193500.0,Working,Higher education,Married,House / apartment,49.0,11.0,1,1,1,0,other,3,0
799,5100373,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,35.0,11.0,1,0,0,0,Core staff,4,0
800,5112765,F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,30.0,6.0,1,1,1,1,other,3,0
801,5045439,M,Y,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,65.0,0.0,1,0,0,0,other,2,0
802,5113922,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,64.0,0.0,1,0,0,0,other,1,0
803,5037125,M,Y,N,0,180000.0,Working,Higher education,Married,With parents,32.0,6.0,1,0,1,0,Core staff,2,0
804,5029538,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,35.0,3.0,1,0,0,0,Core staff,2,0
805,5010078,M,Y,N,2,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,34.0,3.0,1,0,0,0,Cleaning staff,4,0
806,5085861,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,50.0,14.0,1,0,0,0,Cleaning staff,2,0
807,5009146,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43.0,10.0,1,1,1,0,Managers,2,0
808,5149433,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,54.0,7.0,1,0,0,0,other,1,0
809,5061753,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,1,0,1,0,other,2,0
810,5143009,M,Y,N,1,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,51.0,0.0,1,0,1,0,other,3,0
811,5079017,M,Y,Y,2,900000.0,Commercial associate,Higher education,Married,House / apartment,27.0,3.0,1,0,0,0,Managers,4,0
812,5096318,M,Y,N,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,26.0,0.0,1,0,0,0,Core staff,1,0
813,5038615,F,N,N,1,112500.0,Commercial associate,Higher education,Married,With parents,34.0,9.0,1,0,0,0,Core staff,3,0
814,5047670,F,N,N,1,180000.0,State servant,Higher education,Married,House / apartment,39.0,7.0,1,1,1,1,Core staff,3,0
815,5044987,F,N,Y,0,141750.0,Pensioner,Higher education,Married,House / apartment,56.0,0.0,1,0,1,0,other,2,0
816,5036828,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,53.0,12.0,1,0,0,0,Sales staff,2,0
817,5139892,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,51.0,17.0,1,0,1,0,Medicine staff,2,0
818,5135446,F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,With parents,27.0,0.0,1,0,0,0,Cleaning staff,3,0
819,5095586,F,N,N,0,270000.0,Working,Incomplete higher,Civil marriage,House / apartment,24.0,1.0,1,1,0,1,Medicine staff,2,0
820,5068963,M,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,42.0,8.0,1,0,0,0,other,2,0
821,5022047,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,Office apartment,41.0,22.0,1,1,1,0,Drivers,2,0
822,5048121,M,Y,Y,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.0,7.0,1,0,1,0,other,4,0
823,5117219,F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,30.0,5.0,1,0,0,0,Core staff,2,0
824,5009821,F,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,41.0,15.0,1,0,1,0,Cooking staff,2,0
825,5033500,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.0,5.0,1,0,0,0,Laborers,2,0
826,5058281,F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,41.0,9.0,1,1,1,1,other,2,0
827,5054373,F,N,N,0,148500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,57.0,0.0,1,0,1,0,other,1,0
828,5142988,F,N,N,1,135000.0,Working,Higher education,Married,House / apartment,29.0,4.0,1,1,0,0,Core staff,3,0
829,5137229,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,39.0,7.0,1,1,0,0,Drivers,2,0
830,5113373,F,N,Y,1,180000.0,Pensioner,Higher education,Married,House / apartment,52.0,0.0,1,0,1,0,other,3,0
831,5053152,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.0,0.0,1,0,0,0,other,1,0
832,5090386,F,N,Y,0,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,59.0,38.0,1,0,0,0,Core staff,1,0
833,5142899,F,N,N,0,112500.0,Commercial associate,Higher education,Single / not married,With parents,25.0,1.0,1,0,0,0,Laborers,1,0
834,5113510,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,0.0,1,0,0,0,Laborers,2,0
835,5091457,F,N,Y,2,103500.0,Working,Secondary / secondary special,Married,House / apartment,44.0,18.0,1,1,1,0,Medicine staff,4,0
836,5009791,F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.0,0.0,1,0,1,0,other,1,0
837,5149484,F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,31.0,7.0,1,0,0,0,other,3,0
838,5092221,M,N,N,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,32.0,8.0,1,0,0,0,Laborers,2,0
839,5067003,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,51.0,33.0,1,0,1,0,Laborers,2,0
840,5023838,F,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,54.0,3.0,1,0,1,0,Core staff,2,0
841,5095433,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,51.0,25.0,1,0,0,0,High skill tech staff,2,0
842,5033797,F,Y,Y,0,148500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,47.0,6.0,1,0,0,0,Core staff,2,0
843,5022803,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,33.0,4.0,1,0,0,0,Managers,1,0
844,5104953,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,59.0,7.0,1,0,0,0,Drivers,2,0
845,5100098,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,2.0,1,0,0,0,other,2,0
846,5091792,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,8.0,1,1,0,0,Low-skill Laborers,3,0
847,5149805,F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,27.0,6.0,1,0,1,1,other,1,0
848,5089681,F,N,N,0,261000.0,Commercial associate,Incomplete higher,Married,House / apartment,27.0,3.0,1,1,0,0,other,2,0
849,5052678,F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,43.0,22.0,1,1,1,0,High skill tech staff,3,0
850,5116809,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,50.0,2.0,1,0,0,0,High skill tech staff,2,0
851,5143353,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,29.0,4.0,1,1,0,0,Sales staff,2,0
852,5090232,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,60.0,26.0,1,0,0,0,High skill tech staff,1,0
853,5117095,M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,38.0,0.0,1,0,0,0,other,2,0
854,5088987,F,N,N,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,40.0,3.0,1,1,1,0,Core staff,4,0
855,5021584,F,N,N,1,40500.0,State servant,Secondary / secondary special,Married,Rented apartment,36.0,5.0,1,0,0,0,Cooking staff,3,0
856,5009291,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,13.0,1,0,1,0,Cleaning staff,2,0
857,5051007,F,N,N,0,306000.0,Commercial associate,Higher education,Married,House / apartment,29.0,4.0,1,0,0,0,Managers,2,0
858,5024263,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,58.0,3.0,1,0,1,0,Accountants,2,0
859,5125771,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,64.0,1.0,1,0,0,0,other,2,0
860,5021879,M,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,36.0,1.0,1,0,1,0,Laborers,4,0
861,5137247,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,9.0,1,1,1,0,Secretaries,2,0
862,5096336,F,Y,N,0,153000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.0,0.0,1,0,1,0,other,1,0
863,5061762,F,Y,N,1,135000.0,Working,Higher education,Married,Rented apartment,31.0,2.0,1,0,0,1,Accountants,3,0
864,5069117,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56.0,0.0,1,0,0,0,other,1,0
865,5009579,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.0,0.0,1,0,0,0,other,2,0
866,5048319,F,N,N,0,90000.0,Working,Higher education,Separated,House / apartment,60.0,4.0,1,0,0,0,Core staff,1,0
867,5023389,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,37.0,6.0,1,0,0,0,Core staff,4,0
868,5143457,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,33.0,5.0,1,0,0,0,High skill tech staff,2,0
869,5089225,M,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,1,0,1,0,other,2,0
870,5069257,F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,35.0,3.0,1,0,1,1,Laborers,3,0
871,5044939,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,44.0,15.0,1,0,1,0,Managers,4,0
872,5022730,M,Y,N,3,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,5.0,1,0,0,0,Managers,5,0
873,5149413,F,N,Y,2,315000.0,Commercial associate,Higher education,Married,House / apartment,30.0,0.0,1,0,1,0,Managers,4,0
874,5062745,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,3.0,1,0,1,0,Cleaning staff,2,0
875,5105565,M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,63.0,0.0,1,0,1,0,other,2,0
876,5114544,F,N,Y,0,166500.0,Working,Incomplete higher,Married,House / apartment,30.0,11.0,1,0,0,1,Laborers,2,0
877,5100352,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,14.0,1,1,1,0,Laborers,2,0
878,5078841,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,9.0,1,0,0,0,Medicine staff,2,0
879,5117392,F,N,N,0,135000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,48.0,1.0,1,0,0,0,Accountants,1,0
880,5022189,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,42.0,22.0,1,0,0,0,High skill tech staff,2,0
881,5105422,F,N,Y,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,51.0,27.0,1,0,0,0,other,1,0
882,5143453,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,33.0,5.0,1,0,0,0,High skill tech staff,2,0
883,5067832,F,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,59.0,2.0,1,0,0,1,other,2,0
884,5090995,M,Y,Y,0,405000.0,Working,Higher education,Married,House / apartment,28.0,7.0,1,1,1,1,Managers,2,0
885,5089512,F,Y,N,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,38.0,5.0,1,1,1,1,Core staff,3,0
886,5116373,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,28.0,3.0,1,0,0,0,other,3,0
887,5149106,M,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,34.0,10.0,1,0,0,0,Security staff,4,0
888,5091737,F,Y,Y,0,243000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40.0,6.0,1,0,0,0,Sales staff,1,0
889,5052620,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,5.0,1,0,1,0,High skill tech staff,3,0
890,5087819,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,43.0,4.0,1,0,0,0,Security staff,4,0
891,5139757,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,65.0,21.0,1,0,0,0,Laborers,2,0
892,5113639,F,N,N,0,135000.0,Pensioner,Higher education,Married,Municipal apartment,54.0,0.0,1,0,0,0,other,2,0
893,5052811,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,12.0,1,0,0,0,Managers,2,0
894,5095751,F,N,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,35.0,1.0,1,1,1,0,Managers,2,0
895,5096785,F,Y,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66.0,0.0,1,0,0,0,other,2,0
896,5062286,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,23.0,3.0,1,1,0,1,Core staff,2,0
897,5090805,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.0,18.0,1,0,0,0,other,1,0
898,5079075,F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,43.0,4.0,1,1,0,0,Core staff,2,0
899,5146447,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,39.0,3.0,1,0,1,0,Managers,1,0
900,5051008,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29.0,9.0,1,1,1,1,Realty agents,3,0
901,5100106,M,Y,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,9.0,1,1,1,0,Laborers,2,0
902,5094896,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,39.0,11.0,1,0,0,0,Managers,3,0
903,5050894,M,Y,N,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,52.0,0.0,1,0,0,0,other,2,0
904,5054414,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,36.0,14.0,1,1,0,0,Managers,2,0
905,5025791,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,51.0,10.0,1,0,0,0,Core staff,2,0
906,5067949,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,50.0,10.0,1,0,1,1,other,1,0
907,5142482,M,Y,N,2,166500.0,Commercial associate,Higher education,Married,House / apartment,34.0,3.0,1,0,0,0,Core staff,4,0
908,5041271,M,N,Y,0,445500.0,Commercial associate,Higher education,Separated,House / apartment,53.0,7.0,1,0,0,0,other,1,0
909,5115957,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Widow,House / apartment,42.0,12.0,1,0,0,0,Sales staff,1,0
910,5010881,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,1,0,1,0,other,2,0
911,5029423,F,N,Y,1,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,31.0,7.0,1,0,0,1,Core staff,3,0
912,5105159,M,N,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,34.0,6.0,1,1,1,0,Managers,4,0
913,5029610,F,Y,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,42.0,20.0,1,0,0,0,Core staff,1,0
914,5117450,F,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,33.0,0.0,1,1,0,0,other,4,0
915,5143620,F,N,Y,0,191399.3262295082,Pensioner,Secondary / secondary special,Married,House / apartment,64.0,0.0,1,0,1,0,other,2,0
916,5023949,M,Y,Y,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,14.0,1,0,0,0,Laborers,3,0
917,5089737,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,52.0,19.0,1,1,1,0,Cleaning staff,2,0
918,5143402,M,Y,Y,0,144000.0,Commercial associate,Higher education,Married,House / apartment,53.0,6.0,1,0,1,0,Managers,2,0
919,5041921,M,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,44.0,0.0,1,0,1,0,other,2,0
920,5136909,M,N,N,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,8.0,1,1,0,1,Managers,3,0
921,5143596,F,N,N,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,32.0,9.0,1,1,0,0,Waiters/barmen staff,2,0
922,5095939,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,48.0,10.0,1,0,1,0,Managers,2,0
923,5113343,M,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,31.0,13.0,1,0,0,0,Laborers,4,0
924,5142920,F,N,N,1,292500.0,Working,Incomplete higher,Married,House / apartment,34.0,11.0,1,1,1,0,Sales staff,3,0
925,5114294,F,N,N,0,112500.0,State servant,Secondary / secondary special,Widow,House / apartment,53.0,14.0,1,1,0,0,other,1,0
926,5088055,F,N,Y,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,49.0,8.0,1,0,0,0,Medicine staff,1,0
927,5142815,M,Y,N,0,126000.0,Commercial associate,Incomplete higher,Married,House / apartment,28.0,8.0,1,0,1,0,Laborers,2,0
928,5054460,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,52.0,5.0,1,0,1,0,Laborers,3,0
929,5113134,F,N,Y,0,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,60.0,0.0,1,0,0,0,other,1,0
930,5069380,M,N,Y,0,337500.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.0,3.0,1,0,0,0,High skill tech staff,1,0
931,5065798,F,N,Y,0,44550.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,1,0,0,0,other,2,0
932,5036396,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,37.0,3.0,1,0,0,0,Cooking staff,2,0
933,5148535,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,29.0,5.0,1,0,1,0,other,3,0
934,5105436,M,N,Y,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,39.0,6.0,1,0,0,0,other,4,0
935,5105412,F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,35.0,4.0,1,0,0,0,other,4,0
936,5026177,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,53.0,21.0,1,1,0,0,Laborers,2,0
937,5142584,M,Y,Y,0,301500.0,Working,Secondary / secondary special,Married,Rented apartment,25.0,2.0,1,0,0,0,Laborers,2,0
938,5054297,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,39.0,20.0,1,1,0,0,Cooking staff,2,0
939,5118108,M,Y,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,23.0,3.0,1,1,0,0,Laborers,1,0
940,5054106,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,59.0,0.0,1,0,0,0,other,1,0
941,5010683,M,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,28.0,6.0,1,0,0,0,Managers,2,0
942,5045850,F,Y,Y,2,315000.0,Commercial associate,Higher education,Married,With parents,35.0,4.0,1,0,0,0,Managers,4,0
943,5058371,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,1.0,1,1,1,0,other,2,0
944,5068147,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56.0,0.0,1,0,0,0,other,1,0
945,5137187,F,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,31.0,5.0,1,1,0,0,other,2,0
946,5139859,M,Y,Y,0,189000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,55.0,0.0,1,0,0,0,other,1,0
947,5095873,F,N,N,0,202500.0,Working,Higher education,Civil marriage,House / apartment,42.0,14.0,1,1,1,0,Core staff,2,0
948,5126809,M,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29.0,6.0,1,0,1,1,Laborers,3,0
949,5096604,F,Y,N,1,225000.0,Working,Higher education,Civil marriage,House / apartment,37.0,3.0,1,1,1,0,Core staff,3,0
950,5036765,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,35.0,3.0,1,0,0,1,Laborers,3,0
951,5091880,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,51.0,19.0,1,0,0,0,Accountants,2,0
952,5090082,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.0,5.0,1,0,0,0,other,2,0
953,5061481,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,26.0,6.0,1,0,0,1,Managers,3,0
954,5125235,F,N,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,38.0,0.0,1,0,0,0,High skill tech staff,4,0
955,5089474,M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,39.0,9.0,1,0,0,0,Laborers,2,0
956,5126021,F,N,N,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,7.0,1,1,1,0,Core staff,3,0
957,5114630,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,1.0,1,1,0,0,Sales staff,2,0
958,5010225,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,48.0,22.0,1,0,0,0,Medicine staff,3,0
959,5118526,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,61.0,1.0,1,0,0,0,other,2,0
960,5061340,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,67.0,0.0,1,0,0,0,other,1,0
961,5118527,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,61.0,1.0,1,0,0,0,other,2,0
962,5090186,M,Y,Y,0,450000.0,Pensioner,Higher education,Married,House / apartment,64.0,0.0,1,0,0,0,other,2,0
963,5089596,M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38.0,3.0,1,0,0,0,Managers,2,0
964,5066865,F,N,Y,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,27.0,2.0,1,0,0,0,Sales staff,4,0
965,5061832,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.0,0.0,1,0,0,0,other,2,0
966,5009941,F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,29.0,6.0,1,0,0,0,Sales staff,4,0
